Id,CreationDate,PostId,RelatedPostId,LinkTypeId
1680383,2012-07-09 20:04,31955,16390,1
1680572,2012-07-09 21:51,31958,31690,1
1680786,2012-07-10 1:01,2264,1848,1
1680787,2012-07-10 1:01,2264,1822,1
1681181,2012-07-10 7:19,31191,18873,1
1681509,2012-07-10 12:34,32000,5450,1
1681563,2012-07-10 13:04,32000,27724,1
1681564,2012-07-10 13:04,32000,11009,1
1681650,2012-07-10 13:52,31942,23399,1
1681840,2012-07-10 15:59,32025,28671,1
1681851,2012-07-10 16:07,2264,11609,1
1682174,2012-07-10 19:06,32035,1174,1
1682362,2012-07-10 20:21,32029,3200,1
1682363,2012-07-10 20:21,32029,20836,1
1683193,2012-07-11 9:57,32080,31679,1
1683264,2012-07-11 10:31,31416,3479,1
1683766,2012-07-11 15:50,32105,3730,1
1683804,2012-07-11 15:55,32087,32094,1
1683831,2012-07-11 16:15,32094,32087,1
1683899,2012-07-11 16:54,32106,32025,1
1683998,2012-07-11 18:00,32123,31984,1
1684025,2012-07-11 18:01,32099,17173,1
1684091,2012-07-11 18:49,32125,21152,1
1684338,2012-07-11 20:54,32134,30643,1
1684394,2012-07-11 21:21,32103,32133,1
1684832,2012-07-12 5:47,32139,30691,1
1684882,2012-07-12 6:19,27215,28199,1
1685004,2012-07-12 10:28,32155,11602,1
1685328,2012-07-12 14:30,31800,170,1
1685379,2012-07-12 15:09,32174,2691,1
1685788,2012-07-12 18:58,26194,16533,1
1685810,2012-07-12 19:46,32186,32106,1
1685826,2012-07-12 19:55,32186,26608,1
1686092,2012-07-12 22:02,32198,32056,1
1686258,2012-07-12 23:59,32206,32175,1
1686584,2012-07-13 5:26,32213,27798,1
1687097,2012-07-13 12:09,32208,3466,1
1687098,2012-07-13 12:09,32208,21736,1
1687697,2012-07-13 18:12,32248,2962,1
1688807,2012-07-14 14:18,32285,24022,1
1688808,2012-07-14 14:18,32285,20523,1
1689155,2012-07-14 19:43,32294,32272,1
1689156,2012-07-14 20:11,32295,8662,1
1689265,2012-07-14 23:50,32307,17109,1
1689385,2012-07-15 2:19,32309,30585,1
1689899,2012-07-15 12:19,32323,31366,1
1689974,2012-07-15 13:23,32314,8088,1
1690071,2012-07-15 14:27,32318,31036,1
1690338,2012-07-15 19:28,31629,4544,1
1690353,2012-07-15 19:30,31037,26623,1
1690644,2012-07-15 23:13,15505,631,1
1690661,2012-07-15 23:39,32319,9590,1
1690931,2012-07-16 5:44,32319,1576,1
1690965,2012-07-16 5:54,32314,10020,1
1691245,2012-07-16 10:12,32310,9315,1
1691404,2012-07-16 12:47,32377,32223,1
1691725,2012-07-16 16:24,32318,15505,1
1691797,2012-07-16 17:53,15318,27061,1
1691823,2012-07-16 17:57,27237,27061,1
1691897,2012-07-16 19:14,32389,20435,1
1691937,2012-07-16 19:28,32405,2492,1
1692145,2012-07-16 22:23,32389,27927,1
1692154,2012-07-16 22:41,32389,10,1
1692332,2012-07-17 0:14,32419,20523,1
1692541,2012-07-17 2:33,32419,7261,1
1692872,2012-07-17 7:47,32425,28251,1
1693132,2012-07-17 13:33,32456,3463,1
1693304,2012-07-17 14:44,32463,29563,1
1693313,2012-07-17 14:49,32464,22718,1
1693885,2012-07-17 19:12,32486,32389,1
1694202,2012-07-17 22:41,32501,32463,1
1694391,2012-07-18 0:21,7948,26176,1
1694412,2012-07-18 0:31,32506,8318,1
1694439,2012-07-18 0:35,32506,12715,1
1695127,2012-07-18 12:25,32506,18480,1
1695156,2012-07-18 12:40,32520,32531,1
1695360,2012-07-18 13:46,32527,27436,1
1695748,2012-07-18 16:25,32564,32498,1
1695764,2012-07-18 16:43,32539,5171,1
1695765,2012-07-18 16:43,32539,9062,1
1695791,2012-07-18 16:44,32389,539,1
1695972,2012-07-18 18:53,32571,7948,1
1696155,2012-07-18 21:26,32581,32575,1
1696189,2012-07-18 21:58,32582,32498,1
1696190,2012-07-18 21:58,32582,32564,1
1696346,2012-07-19 1:08,32584,16390,1
1696825,2012-07-19 9:08,32585,24365,1
1697597,2012-07-19 18:47,32629,32471,1
1697674,2012-07-19 19:02,32641,30565,1
1697959,2012-07-19 20:23,32650,26994,1
1698291,2012-07-20 0:17,32669,31948,1
1698327,2012-07-20 0:30,32659,19576,1
1698560,2012-07-20 2:47,32649,7948,1
1699141,2012-07-20 12:35,32632,32471,1
1699202,2012-07-20 13:37,32673,28671,1
1699247,2012-07-20 13:52,32694,23881,1
1699501,2012-07-20 15:51,32702,5450,1
1699665,2012-07-20 16:51,32702,32653,1
1700141,2012-07-21 4:33,32471,20295,1
1700142,2012-07-21 4:33,32471,22566,1
1700651,2012-07-21 13:37,32727,32285,1
1700783,2012-07-21 14:42,32730,18937,1
1701125,2012-07-21 19:24,32725,32696,1
1701638,2012-07-22 2:35,32767,31830,1
1702327,2012-07-22 17:51,32706,26454,1
1702571,2012-07-22 21:02,32770,24418,1
1702572,2012-07-22 21:02,32770,9918,1
1702661,2012-07-22 22:13,32794,206,1
1702664,2012-07-22 22:17,32795,20836,1
1702962,2012-07-23 4:50,32419,16390,1
1703098,2012-07-23 6:57,32808,16390,1
1703099,2012-07-23 6:58,32808,32419,1
1703119,2012-07-23 7:08,32810,3466,1
1703227,2012-07-23 7:59,32808,17331,1
1703449,2012-07-23 10:44,32815,21494,1
1703617,2012-07-23 12:40,32821,2748,1
1703668,2012-07-23 13:01,32742,10363,1
1704366,2012-07-23 17:05,32848,20523,1
1704367,2012-07-23 17:05,32848,32419,1
1704682,2012-07-23 20:49,32852,30361,1
1704691,2012-07-23 21:10,32863,23,1
1705006,2012-07-24 2:43,32870,31598,1
1705007,2012-07-24 2:43,32870,24077,1
1705627,2012-07-24 12:12,32813,8974,1
1705727,2012-07-24 13:23,32716,32528,1
1705728,2012-07-24 13:23,32716,32852,1
1705729,2012-07-24 13:23,32716,32742,1
1705846,2012-07-24 14:55,8071,27127,1
1706239,2012-07-24 17:51,32896,2125,1
1706272,2012-07-24 18:11,32893,20836,1
1706273,2012-07-24 18:11,32893,32795,1
1706316,2012-07-24 18:42,32706,26020,1
1706396,2012-07-24 19:30,32936,1447,1
1707435,2012-07-25 9:57,32970,30141,1
1707438,2012-07-25 10:02,32971,32893,1
1707621,2012-07-25 12:27,25848,31177,1
1707798,2012-07-25 14:07,32982,17371,1
1707889,2012-07-25 14:34,32919,75,1
1707976,2012-07-25 14:57,33013,1735,1
1708567,2012-07-25 20:07,33029,24607,1
1708725,2012-07-25 21:26,33038,32471,1
1709903,2012-07-26 11:51,33043,19891,1
1709904,2012-07-26 11:51,33043,22680,1
1709946,2012-07-26 12:28,33056,32864,1
1710110,2012-07-26 13:20,33058,33050,1
1710213,2012-07-26 14:36,33059,11009,1
1710214,2012-07-26 14:36,33059,27724,1
1710317,2012-07-26 15:30,33091,22718,1
1710455,2012-07-26 16:19,33101,6493,1
1710586,2012-07-26 16:49,362,2492,1
1710613,2012-07-26 17:02,33098,3466,1
1710917,2012-07-26 19:32,33108,5015,1
1711188,2012-07-26 20:52,33133,9561,1
1711406,2012-07-26 23:18,33103,33142,1
1711494,2012-07-27 2:21,33148,17119,1
1711495,2012-07-27 2:21,33148,31150,1
1711578,2012-07-27 3:45,33150,22718,1
1711579,2012-07-27 3:55,33127,3685,1
1712252,2012-07-27 12:05,33172,20523,1
1712266,2012-07-27 12:14,33173,31755,1
1712267,2012-07-27 12:14,33173,30141,1
1712396,2012-07-27 12:51,33156,29731,1
1712475,2012-07-27 13:10,31150,17119,1
1712476,2012-07-27 13:13,33172,32419,1
1712562,2012-07-27 13:46,33175,5750,1
1712563,2012-07-27 13:46,33175,3200,1
1712696,2012-07-27 15:15,33189,33038,1
1712772,2012-07-27 15:36,33189,32471,1
1712826,2012-07-27 16:11,33193,28730,1
1712846,2012-07-27 16:15,33197,421,1
1712847,2012-07-27 16:15,33197,20040,1
1714430,2012-07-28 13:48,33249,22718,1
1714431,2012-07-28 13:48,33249,20553,1
1714485,2012-07-28 13:50,33249,33150,1
1714721,2012-07-28 16:10,33259,138,1
1714734,2012-07-28 16:26,33262,575,1
1715006,2012-07-28 19:53,33231,5015,1
1715017,2012-07-28 20:03,33259,15456,1
1716097,2012-07-29 14:13,32706,29017,1
1716509,2012-07-29 21:04,33311,33193,1
1716802,2012-07-30 3:53,33284,32246,1
1717132,2012-07-30 8:42,21541,32322,1
1717446,2012-07-30 14:10,33336,20452,1
1717447,2012-07-30 14:10,33336,22066,1
1717448,2012-07-30 14:10,33336,24827,1
1717449,2012-07-30 14:10,33336,28574,1
1717450,2012-07-30 14:10,33336,33059,1
1717828,2012-07-30 18:17,33354,30159,1
1717902,2012-07-30 18:47,33354,4364,1
1717956,2012-07-30 19:23,33359,414,1
1718505,2012-07-31 2:05,33365,5747,1
1718510,2012-07-31 2:11,33370,298,1
1719171,2012-07-31 10:54,33377,1459,1
1719181,2012-07-31 11:05,33382,32025,1
1719182,2012-07-31 11:05,33382,28671,1
1719708,2012-07-31 16:36,33359,6538,1
1720263,2012-08-01 0:56,33448,8276,1
1720324,2012-08-01 1:11,33450,33448,1
1720375,2012-08-01 1:14,33448,33450,1
1721056,2012-08-01 13:10,33193,12262,1
1721124,2012-08-01 14:12,33470,30387,1
1721217,2012-08-01 15:20,33433,17773,1
1721218,2012-08-01 15:20,33433,26702,1
1721219,2012-08-01 15:20,33433,9131,1
1721455,2012-08-01 19:04,33453,29367,1
1721500,2012-08-01 20:02,33502,15427,1
1721630,2012-08-01 21:16,25776,539,1
1721631,2012-08-01 21:16,25776,23200,1
1721879,2012-08-02 0:44,33519,3930,1
1722514,2012-08-02 12:20,33538,298,1
1722824,2012-08-02 15:11,33547,18603,1
1723024,2012-08-02 16:41,33562,20523,1
1723253,2012-08-02 19:47,33582,19261,1
1723995,2012-08-03 9:29,33520,298,1
1724023,2012-08-03 10:10,421,12385,1
1724430,2012-08-03 15:18,33616,31934,1
1724802,2012-08-03 20:58,33526,20523,1
1724822,2012-08-03 21:37,33638,13340,1
1724866,2012-08-03 22:07,33639,33566,1
1724892,2012-08-03 22:08,33566,33639,1
1725407,2012-08-04 6:59,33652,33656,1
1725606,2012-08-04 10:48,33621,4543,1
1725612,2012-08-04 11:19,33625,21494,1
1725850,2012-08-04 15:17,33674,7057,1
1726172,2012-08-04 20:35,29824,32319,1
1726560,2012-08-05 4:27,33686,18746,1
1726970,2012-08-05 12:46,33547,32206,1
1727006,2012-08-05 12:54,33712,2352,1
1727160,2012-08-05 13:47,32206,15958,1
1727469,2012-08-05 19:02,33726,2691,1
1727844,2012-08-06 4:56,33744,28041,1
1728387,2012-08-06 13:19,28601,12262,1
1728396,2012-08-06 13:24,33759,16219,1
1728963,2012-08-06 18:45,33777,12262,1
1728964,2012-08-06 18:46,33785,33366,1
1729390,2012-08-06 23:53,33796,2072,1
1729421,2012-08-07 0:11,30670,33808,1
1730116,2012-08-07 13:50,33777,15664,1
1730153,2012-08-07 14:36,884,16921,1
1730248,2012-08-07 15:27,33849,20523,1
1730294,2012-08-07 15:48,33815,14500,1
1731063,2012-08-07 21:17,33888,14500,1
1731222,2012-08-08 1:12,33887,4089,1
1731482,2012-08-08 4:23,33909,9283,1
1731674,2012-08-08 9:19,33864,10945,1
1731988,2012-08-08 14:08,33852,10346,1
1732711,2012-08-08 22:29,33955,4220,1
1732767,2012-08-09 0:29,33888,33638,1
1732952,2012-08-09 8:05,33961,32322,1
1733023,2012-08-09 8:55,7057,33674,1
1733498,2012-08-09 13:11,33984,4700,1
1734020,2012-08-09 18:06,33998,20166,1
1734046,2012-08-09 18:07,33998,24389,1
1734141,2012-08-09 19:29,33848,33736,1
1734660,2012-08-10 3:47,34028,20523,1
1734661,2012-08-10 3:47,34028,32419,1
1734841,2012-08-10 8:27,34030,2863,1
1735246,2012-08-10 14:05,25191,32489,1
1735259,2012-08-10 14:18,34059,32584,1
1735260,2012-08-10 14:18,34059,33141,1
1737364,2012-08-11 22:48,34151,33888,1
1737570,2012-08-12 3:28,34151,21896,1
1739140,2012-08-13 5:57,34202,17696,1
1739533,2012-08-13 10:40,34207,3921,1
1739617,2012-08-13 12:01,34207,25109,1
1739777,2012-08-13 13:30,34209,26176,1
1739778,2012-08-13 13:30,34209,24077,1
1739934,2012-08-13 14:32,19491,22718,1
1740086,2012-08-13 16:00,34193,26660,1
1740164,2012-08-13 16:37,34237,33078,1
1740617,2012-08-13 21:37,34259,16413,1
1740667,2012-08-13 21:57,34263,31597,1
1741376,2012-08-14 12:27,33078,34237,1
1741402,2012-08-14 12:44,34262,5462,1
1741734,2012-08-14 15:22,34242,13054,1
1741834,2012-08-14 15:53,34302,31849,1
1742122,2012-08-14 19:08,34238,11009,1
1742123,2012-08-14 19:11,34238,17111,1
1742199,2012-08-14 20:28,34309,15207,1
1742203,2012-08-14 20:33,18241,7429,1
1742214,2012-08-14 20:44,22400,19120,1
1743025,2012-08-15 11:11,31936,20124,1
1743521,2012-08-15 15:10,34360,8974,1
1743617,2012-08-15 15:44,34362,28156,1
1743841,2012-08-15 17:07,34363,26084,1
1744305,2012-08-15 22:02,34400,12262,1
1744876,2012-08-16 10:53,34379,20918,1
1745437,2012-08-16 15:49,34434,33709,1
1745769,2012-08-16 18:31,34452,26700,1
1746113,2012-08-16 22:33,34459,31849,1
1746114,2012-08-16 22:36,34459,34302,1
1746335,2012-08-17 3:04,17111,20836,1
1746978,2012-08-17 10:59,34510,3539,1
1746997,2012-08-17 11:52,34509,27662,1
1747005,2012-08-17 12:01,34512,26660,1
1747036,2012-08-17 12:26,34509,4700,1
1747519,2012-08-17 18:25,34509,33984,1
1748637,2012-08-18 12:07,34527,30886,1
1748761,2012-08-18 13:29,34582,555,1
1749326,2012-08-18 19:41,34592,34587,1
1750013,2012-08-19 9:29,31215,13572,1
1750408,2012-08-19 14:42,34629,10062,1
1750797,2012-08-19 18:43,34642,4700,1
1751005,2012-08-19 20:55,34636,20523,1
1751411,2012-08-20 1:23,34663,32377,1
1751626,2012-08-20 3:27,34659,34498,1
1751754,2012-08-20 5:34,34649,27495,1
1751955,2012-08-20 7:23,34652,9354,1
1752003,2012-08-20 8:24,34624,31532,1
1752226,2012-08-20 11:18,34669,32890,1
1752378,2012-08-20 13:00,34559,33923,1
1752482,2012-08-20 13:57,34702,34510,1
1752508,2012-08-20 13:58,34624,29932,1
1752609,2012-08-20 14:41,34611,4868,1
1752616,2012-08-20 14:56,34703,14226,1
1752716,2012-08-20 15:59,34703,1805,1
1752721,2012-08-20 16:24,34611,26537,1
1752954,2012-08-20 19:21,34652,27750,1
1752969,2012-08-20 19:48,34736,5448,1
1753234,2012-08-20 22:26,34222,27958,1
1754012,2012-08-21 11:03,34761,34753,1
1754123,2012-08-21 12:11,34741,33923,1
1754497,2012-08-21 15:45,34763,29731,1
1754930,2012-08-21 19:11,34797,24720,1
1754935,2012-08-21 19:19,34698,1781,1
1754956,2012-08-21 19:26,34797,13850,1
1754957,2012-08-21 19:26,34797,14500,1
1755087,2012-08-21 20:59,24720,34797,1
1755709,2012-08-22 7:17,34445,10141,1
1755722,2012-08-22 7:34,34827,15289,1
1755861,2012-08-22 8:47,34832,34698,1
1755953,2012-08-22 9:49,34698,34832,1
1756457,2012-08-22 14:44,34849,34107,1
1756571,2012-08-22 15:40,34769,34859,1
1756627,2012-08-22 15:51,34831,34652,1
1756860,2012-08-22 17:16,31299,12262,1
1756942,2012-08-22 17:39,34870,15580,1
1757058,2012-08-22 18:17,34883,33709,1
1757182,2012-08-22 19:16,34881,12262,1
1757335,2012-08-22 20:56,34882,16921,1
1757395,2012-08-22 21:29,16921,34882,1
1758186,2012-08-23 7:58,34920,12053,1
1758187,2012-08-23 7:58,34920,2492,1
1758811,2012-08-23 14:15,34927,24518,1
1758969,2012-08-23 15:56,34874,34932,1
1758976,2012-08-23 16:07,34929,31690,1
1759015,2012-08-23 16:30,34956,32706,1
1759016,2012-08-23 16:30,34956,29017,1
1759037,2012-08-23 16:52,34921,25086,1
1759222,2012-08-23 18:35,34926,155,1
1759442,2012-08-23 19:51,34776,3921,1
1759443,2012-08-23 19:51,34776,25109,1
1759573,2012-08-23 22:09,34873,14078,1
1759580,2012-08-23 22:20,34903,34882,1
1759707,2012-08-23 23:47,34981,7,1
1761046,2012-08-24 13:51,35006,7200,1
1761317,2012-08-24 15:43,35012,20543,1
1761485,2012-08-24 16:43,35019,3559,1
1761509,2012-08-24 16:54,35021,16921,1
1761804,2012-08-24 19:25,34986,34797,1
1761967,2012-08-24 21:58,33823,23993,1
1762484,2012-08-25 3:21,35062,31366,1
1762790,2012-08-25 6:46,35070,32945,1
1763020,2012-08-25 11:56,35071,4854,1
1763021,2012-08-25 11:56,35071,4272,1
1763312,2012-08-25 15:53,35074,20330,1
1763537,2012-08-25 18:18,35090,20523,1
1763670,2012-08-25 19:22,35092,17431,1
1763671,2012-08-25 19:22,35092,31190,1
1763820,2012-08-25 20:47,35092,33433,1
1763823,2012-08-25 20:51,35091,9930,1
1763920,2012-08-25 22:00,34986,13850,1
1764090,2012-08-25 23:22,35104,35100,1
1765939,2012-08-26 22:20,35123,118,1
1766521,2012-08-27 9:02,35144,25190,1
1766731,2012-08-27 13:11,35142,33260,1
1766736,2012-08-27 13:17,35165,21237,1
1767072,2012-08-27 16:35,34966,34496,1
1767073,2012-08-27 16:36,35175,24720,1
1767320,2012-08-27 18:06,26352,34396,1
1767324,2012-08-27 18:07,35013,21896,1
1767346,2012-08-27 18:30,35185,2691,1
1767353,2012-08-27 18:38,33236,13850,1
1767354,2012-08-27 18:38,33236,14500,1
1767355,2012-08-27 18:38,33236,24720,1
1767393,2012-08-27 19:01,13850,24720,1
1767517,2012-08-27 20:02,35192,20836,1
1767583,2012-08-27 21:24,35159,16758,1
1767755,2012-08-27 22:25,35204,35021,1
1767776,2012-08-27 22:57,35205,16665,1
1767945,2012-08-28 1:31,35091,33888,1
1768085,2012-08-28 4:02,30762,33686,1
1768152,2012-08-28 5:40,35137,12362,1
1768476,2012-08-28 10:21,35230,35192,1
1769276,2012-08-28 16:20,35256,9664,1
1769463,2012-08-28 18:17,35266,28630,1
1769611,2012-08-28 19:43,35273,31,1
1769913,2012-08-28 21:29,35284,35248,1
1770064,2012-08-28 23:39,33297,8318,1
1770137,2012-08-29 1:17,35271,15776,1
1770261,2012-08-29 3:13,7200,13690,1
1770525,2012-08-29 9:06,35308,942,1
1771029,2012-08-29 15:35,22928,35319,1
1771973,2012-08-30 5:51,35348,2492,1
1772083,2012-08-30 8:09,35352,18603,1
1772562,2012-08-30 12:32,35345,173,1
1772679,2012-08-30 13:54,35364,4220,1
1772680,2012-08-30 13:55,35364,9427,1
1772681,2012-08-30 13:55,35364,13275,1
1773279,2012-08-30 18:36,35382,5171,1
1774061,2012-08-31 4:20,30762,18746,1
1774639,2012-08-31 12:12,35408,5457,1
1774796,2012-08-31 13:38,35409,35029,1
1774944,2012-08-31 15:22,35434,34803,1
1775234,2012-08-31 16:52,35440,8033,1
1775444,2012-08-31 18:50,35456,34418,1
1775787,2012-08-31 22:20,31096,33142,1
1775904,2012-09-01 0:07,35470,23617,1
1776102,2012-09-01 4:11,35487,33685,1
1776250,2012-09-01 5:33,35265,35487,1
1776764,2012-09-01 13:42,35386,11096,1
1777087,2012-09-01 16:36,35510,33812,1
1778080,2012-09-02 8:22,35535,20040,1
1778565,2012-09-02 14:50,35566,97,1
1778566,2012-09-02 14:50,35566,31598,1
1778672,2012-09-02 16:05,33812,35510,1
1779723,2012-09-03 9:49,35544,7165,1
1779821,2012-09-03 11:30,35601,5135,1
1779979,2012-09-03 13:54,35591,10289,1
1780141,2012-09-03 14:32,35609,14045,1
1780167,2012-09-03 14:35,35606,6127,1
1780235,2012-09-03 15:42,35608,1142,1
1780243,2012-09-03 16:10,1142,35608,1
1780247,2012-09-03 16:18,35607,11687,1
1780505,2012-09-03 18:17,35617,3466,1
1780635,2012-09-03 19:53,35622,97,1
1781185,2012-09-04 2:26,11678,34465,1
1781415,2012-09-04 6:10,35643,3466,1
1781834,2012-09-04 12:24,35647,2691,1
1782359,2012-09-04 17:19,35682,26568,1
1782639,2012-09-04 20:16,35658,20083,1
1783000,2012-09-05 2:51,35698,35697,1
1783131,2012-09-05 6:42,35704,12386,1
1783134,2012-09-05 6:46,25524,26049,1
1783446,2012-09-05 12:18,35711,32781,1
1783576,2012-09-05 14:24,14045,35609,1
1783577,2012-09-05 14:26,35716,35711,1
1783742,2012-09-05 16:03,35716,35719,1
1784357,2012-09-05 22:17,35727,1142,1
1784535,2012-09-06 1:38,35750,3611,1
1784751,2012-09-06 4:45,35754,11009,1
1785344,2012-09-06 12:20,35754,27724,1
1785360,2012-09-06 13:01,35778,35590,1
1785546,2012-09-06 16:27,35771,25520,1
1786097,2012-09-06 23:06,35816,35750,1
1786606,2012-09-07 3:38,35824,35827,1
1786609,2012-09-07 3:45,18137,24022,1
1787844,2012-09-07 16:55,35872,1595,1
1788218,2012-09-07 22:01,26940,26970,1
1788660,2012-09-08 5:42,35905,34414,1
1788942,2012-09-08 12:01,35903,97,1
1789101,2012-09-08 14:49,35819,35606,1
1789239,2012-09-08 17:43,35902,1047,1
1789388,2012-09-08 21:45,35929,19181,1
1789573,2012-09-08 22:54,35940,35918,1
1789574,2012-09-08 22:54,35940,22406,1
1789600,2012-09-08 22:55,35918,35940,1
1789707,2012-09-09 1:47,35940,20523,1
1790199,2012-09-09 10:40,35947,22347,1
1790456,2012-09-09 13:43,35956,2906,1
1790676,2012-09-09 16:59,35774,20514,1
1791517,2012-09-10 4:29,35940,21237,1
1791518,2012-09-10 4:29,35940,14500,1
1791519,2012-09-10 4:29,35940,24720,1
1791520,2012-09-10 4:29,35940,16985,1
1792488,2012-09-10 15:34,35981,11691,1
1792717,2012-09-10 18:30,36036,35561,1
1792838,2012-09-10 19:46,35982,27067,1
1792842,2012-09-10 19:49,35971,23761,1
1792903,2012-09-10 20:11,36054,35123,1
1793326,2012-09-11 1:27,36064,26176,1
1794281,2012-09-11 15:33,26694,1142,1
1794282,2012-09-11 15:37,36099,14360,1
1794540,2012-09-11 18:06,36113,3734,1
1794781,2012-09-11 19:56,35858,125,1
1794839,2012-09-11 20:18,36099,26722,1
1794960,2012-09-11 21:50,36134,35892,1
1795252,2012-09-12 2:26,36145,35510,1
1796968,2012-09-12 22:22,36201,35173,1
1797321,2012-09-13 1:38,6350,12262,1
1797548,2012-09-13 5:09,36213,36212,1
1797586,2012-09-13 5:49,36217,22731,1
1797591,2012-09-13 6:14,36213,1645,1
1798474,2012-09-13 15:12,14500,24720,1
1798476,2012-09-13 15:15,3549,14500,1
1798477,2012-09-13 15:15,3549,24720,1
1798483,2012-09-13 15:17,24720,14500,1
1798529,2012-09-13 15:36,25690,24720,1
1798530,2012-09-13 15:36,25690,14500,1
1798531,2012-09-13 15:36,25690,3549,1
1798532,2012-09-13 15:36,25690,13314,1
1798578,2012-09-13 15:57,36232,1576,1
1798895,2012-09-13 19:53,1645,2492,1
1798896,2012-09-13 19:53,1645,12262,1
1798927,2012-09-13 20:11,36212,1645,1
1798928,2012-09-13 20:11,36212,2492,1
1798929,2012-09-13 20:11,36212,12262,1
1799331,2012-09-14 1:51,36271,1142,1
1799381,2012-09-14 4:10,36276,19772,1
1799450,2012-09-14 4:29,3136,2492,1
1800266,2012-09-14 14:57,36303,8135,1
1800432,2012-09-14 15:49,30461,32941,1
1800736,2012-09-14 18:57,36281,1142,1
1800737,2012-09-14 18:57,36281,36271,1
1801095,2012-09-14 22:27,36279,18167,1
1801220,2012-09-15 1:39,36303,31690,1
1801350,2012-09-15 3:03,36305,17336,1
1801369,2012-09-15 4:05,29781,25690,1
1801419,2012-09-15 6:35,36343,16381,1
1801420,2012-09-15 6:35,36343,17585,1
1803876,2012-09-16 9:43,33315,9202,1
1803877,2012-09-16 9:43,9202,33315,1
1803882,2012-09-16 9:56,35971,22502,1
1803977,2012-09-16 11:28,23746,3115,1
1804204,2012-09-16 14:42,37387,16458,1
1804460,2012-09-16 18:33,36343,12262,1
1805233,2012-09-17 9:02,37388,36152,1
1805451,2012-09-17 12:18,37386,29490,1
1805807,2012-09-17 16:47,37432,36305,1
1807012,2012-09-18 11:47,37477,36238,1
1808776,2012-09-19 10:53,37557,5220,1
1808829,2012-09-19 12:02,37386,14360,1
1809341,2012-09-19 15:59,37590,23117,1
1809366,2012-09-19 16:29,37564,20836,1
1809671,2012-09-19 19:48,37615,37522,1
1809675,2012-09-19 19:53,36180,36253,1
1810022,2012-09-19 22:07,37613,37506,1
1810197,2012-09-20 0:15,37635,949,1
1810206,2012-09-20 0:27,37638,36247,1
1810207,2012-09-20 0:27,37638,35535,1
1810208,2012-09-20 0:27,37638,20040,1
1810330,2012-09-20 3:25,34736,4734,1
1810455,2012-09-20 6:47,37638,12386,1
1810456,2012-09-20 6:47,37638,17227,1
1810459,2012-09-20 6:48,37638,18973,1
1810661,2012-09-20 8:45,37657,15011,1
1810662,2012-09-20 8:45,37657,25605,1
1811001,2012-09-20 13:45,20040,12386,1
1811540,2012-09-20 19:39,2125,22718,1
1811589,2012-09-20 20:04,30765,29367,1
1811590,2012-09-20 20:04,30765,14226,1
1811961,2012-09-21 0:38,30765,35657,1
1812219,2012-09-21 6:58,37729,37569,1
1812413,2012-09-21 10:14,37729,33625,1
1813063,2012-09-21 16:33,37723,37727,1
1813644,2012-09-22 1:31,37422,37775,1
1814160,2012-09-22 12:23,37794,37775,1
1814215,2012-09-22 12:37,37785,17336,1
1814216,2012-09-22 12:38,37794,37422,1
1814336,2012-09-22 15:51,37768,31,1
1814721,2012-09-22 21:47,37814,37761,1
1815207,2012-09-23 7:11,37829,30159,1
1816382,2012-09-23 23:01,37862,18480,1
1816560,2012-09-24 1:42,37866,37865,1
1816611,2012-09-24 1:58,26719,24211,1
1816788,2012-09-24 3:51,37865,7155,1
1817037,2012-09-24 9:33,37889,31769,1
1817079,2012-09-24 9:42,37891,18496,1
1817137,2012-09-24 10:16,37850,26855,1
1817164,2012-09-24 11:07,37865,28944,1
1817239,2012-09-24 11:35,37851,37865,1
1817468,2012-09-24 14:34,37866,15593,1
1817471,2012-09-24 14:38,37865,175,1
1817472,2012-09-24 14:40,37865,213,1
1817533,2012-09-24 15:11,37905,11609,1
1817534,2012-09-24 15:11,37905,21854,1
1817535,2012-09-24 15:11,37905,3156,1
1818326,2012-09-24 21:23,37921,32669,1
1818383,2012-09-24 22:04,37912,5135,1
1819617,2012-09-25 16:42,37951,25359,1
1819618,2012-09-25 16:42,37951,30159,1
1819866,2012-09-25 20:07,37969,22406,1
1820244,2012-09-26 0:15,37993,1807,1
1820425,2012-09-26 2:28,38001,37865,1
1820507,2012-09-26 3:34,38004,18595,1
1820508,2012-09-26 3:34,38004,11096,1
1820509,2012-09-26 3:34,38004,24821,1
1820795,2012-09-26 8:32,37993,2541,1
1820916,2012-09-26 10:21,37944,26855,1
1820982,2012-09-26 11:14,38016,8303,1
1821329,2012-09-26 15:02,38038,27750,1
1821658,2012-09-26 20:08,38053,3466,1
1821659,2012-09-26 20:08,38053,30708,1
1821788,2012-09-26 20:56,38060,37930,1
1822111,2012-09-27 0:09,38016,20836,1
1822664,2012-09-27 8:43,38054,16493,1
1822665,2012-09-27 8:43,38054,37840,1
1822666,2012-09-27 8:43,38054,9131,1
1822815,2012-09-27 10:21,38092,37845,1
1822839,2012-09-27 10:57,38082,33197,1
1823178,2012-09-27 13:21,38111,38086,1
1823206,2012-09-27 13:22,38086,38111,1
1823501,2012-09-27 15:57,38115,9334,1
1823590,2012-09-27 16:20,38093,14500,1
1824161,2012-09-27 22:25,38106,20836,1
1824177,2012-09-27 22:40,38091,5450,1
1824178,2012-09-27 22:40,38091,16178,1
1824179,2012-09-27 22:40,38091,32653,1
